Year,Provenceid,Provence,tGDP,first_num,second_num,third_num,first_por,second_por,third_por,avgpeople
1988,0,山东,1117.660034,331.9400024,497.1000061,288.6199951,29.69960022,44.47689819,25.82360077,1395.0
1988,0,江西,325.8299866,119.1800003,117.3799973,89.26999664,36.57740021,36.02489853,27.39769936,891.0
1988,0,河南,749.0900269,240.7200012,299.8299866,208.5399933,32.13499832,40.02590179,27.83909988,910.0
1988,0,辽宁,881.0,141.8999939,492.5,246.6000061,16.1067009,55.90240097,27.99090004,2285.0
1988,0,山西,316.6900024,48.54000092,163.2899933,104.8600006,15.32730007,51.56150055,33.11119843,1168.0
1988,0,安徽,546.9400024,210.5299988,200.9499969,135.4600067,38.49229813,36.74079895,24.76689911,1026.0
1988,0,福建,383.2099915,118.1600037,141.8200073,123.2300034,30.83429909,37.00839996,32.15729904,1349.0
1988,0,浙江,770.25,195.6799927,354.3900146,220.1799927,25.40469933,46.00970078,28.58550072,1853.0
1988,0,江苏,1208.849976,319.1799927,586.8200073,302.8500061,26.40360069,48.54370117,25.05270004,1891.0
1988,0,重庆,240.0500031,75.0,101.1299973,63.91999817,31.24349976,42.12870026,26.62779999,840.0
1988,0,宁夏,50.29000092,13.39000034,19.73999977,17.15999985,26.62560081,39.25230026,34.12210083,1143.0
1988,0,海南,77.0,38.45999908,14.18999958,24.35000038,49.94810104,18.42860031,31.62339973,1220.0
1988,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0,北京,410.2200012,37.06999969,221.2700043,151.8800049,9.036600113,53.93930054,37.02399826,3892.0
1988,0,天津,259.7099915,26.20999908,160.9600067,72.54000092,10.09200001,61.97679901,27.93120003,3035.0
1988,0,上海,648.2999878,27.36000061,433.0499878,187.8899994,4.220300198,66.79779816,28.98200035,5162.0
1988,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0,中国,15180.40039,3831.199951,6607.399902,4741.799805,25.20000076,43.5,31.20000076,1378.0
1989,0,新疆,217.2899933,78.01000214,73.83000183,65.44999695,35.90129852,33.9776001,30.12100029,1493.0
1989,0,西藏,21.86000061,10.03999996,2.839999914,8.979999542,45.92860031,12.99180031,41.07960129,1021.0
1989,0,内蒙古,292.6900024,89.08000183,98.95999908,104.6500015,30.43490028,33.8105011,35.75460052,1377.0
1989,0,青海,60.36999893,15.72999954,25.29000092,19.35000038,26.05599976,41.89170074,32.0522995,1365.0
1989,0,四川,744.9799805,263.1499939,263.4400024,218.3899994,35.32310104,35.36199951,29.31489944,960.0
1989,0,黑龙江,630.5999756,93.90000153,345.5,191.1999969,14.8906002,54.78910065,30.32029915,1808.0
1989,0,甘肃,216.8399963,59.00999832,91.79000092,66.04000092,27.21360016,42.3307991,30.45560074,1007.0
1989,0,云南,363.0499878,119.0100021,138.0599976,105.9800034,32.7806015,38.02780151,29.1916008,1003.0
1989,0,广西,383.4400024,149.9799957,109.9700012,123.4899979,39.11429977,28.67980003,32.2057991,927.0
1989,0,湖南,640.7999878,234.3099976,240.1799927,166.3099976,36.56520081,37.48130035,25.95350075,1074.0
1989,0,陕西,358.3699951,91.27999878,158.5,108.5899963,25.47089958,44.22800064,30.30109978,1124.0
1989,0,广东,1381.390015,351.730011,554.1300049,475.5299988,25.46199989,40.11389923,34.42399979,2251.0
1989,0,吉林,391.6499939,80.52999878,181.0200043,130.1000061,20.56170082,46.21979904,33.21839905,1636.0
1989,0,河北,822.8300171,196.3500061,374.9200134,251.5599976,23.8628006,45.56470108,30.57250023,1409.0
1989,0,湖北,717.0800171,239.0700073,300.4500122,177.5500031,33.33940125,41.89910126,24.76009941,1373.0
1989,0,贵州,235.8399963,92.87999725,86.73999786,56.22000122,39.38259888,36.77920151,23.83819962,750.0
1989,0,山东,1293.939941,359.1400146,579.6500244,355.1499939,27.75550079,44.79729843,27.44720078,1595.0
1989,0,江西,376.4599915,133.1900024,131.2299957,112.0400009,35.37960052,34.85889816,29.7614994,1013.0
1989,0,河南,850.710022,289.9500122,317.1300049,243.6300049,34.08330154,37.27830124,28.63839912,1012.0
1989,0,辽宁,1003.799988,141.8999939,545.0999756,316.8999939,14.13630009,54.30360031,31.56999969,2574.0
1989,0,山西,376.2600098,63.75,188.75,123.7600021,16.94309998,50.16479874,32.89210129,1367.0
1989,0,安徽,616.25,225.3899994,227.8500061,163.0099945,36.57440186,36.97359848,26.45190048,1136.0
1989,0,福建,458.3999939,135.7700043,163.8200073,158.8099976,29.6182003,35.73730087,34.64440155,1589.0
1989,0,浙江,849.4400024,210.9499969,386.25,252.2400055,24.83399963,45.47109985,29.69490051,2023.0
1989,0,江苏,1321.849976,324.1799927,657.0599976,340.6099854,24.52470016,49.70759964,25.7677002,2038.0
1989,0,重庆,278.4700012,81.98999786,116.3499985,80.12999725,29.44300079,41.7818985,28.77510071,965.0
1989,0,宁夏,59.20999908,14.80000019,24.38999939,20.02000046,24.99580002,41.19240189,33.81190109,1317.0
1989,0,海南,91.31999969,42.63999939,18.29000092,30.38999939,46.69290161,20.0284996,33.27859879,1420.0
1989,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0,北京,455.9599915,38.52999878,252.2299957,165.1999969,8.450300217,55.31840134,36.23120117,4269.0
1989,0,天津,283.4899902,26.85000038,177.5399933,79.09999847,9.471199989,62.62649918,27.9022007,3261.0
1989,0,上海,696.539978,29.62999916,466.1799927,200.7299957,4.253900051,66.9280014,28.81819916,5487.0
1989,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0,澳门,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0,中国,17179.69922,4228.200195,7300.899902,5650.600098,24.60000038,42.5,32.90000153,1536.0
1990,0,新疆,261.4400024,104.0899963,83.18000031,74.16999817,39.81409836,31.81609917,28.36980057,1713.0
1990,0,西藏,27.70000076,14.10000038,3.569999933,10.02999973,50.90250015,12.88809967,36.20940018,1276.0
1990,0,内蒙古,319.3099976,112.5699997,102.4300003,104.3099976,35.2541008,32.07849884,32.66730118,1478.0
1990,0,青海,69.94000244,17.67000008,26.88999939,25.37999916,25.26449966,38.44720078,36.28820038,1558.0
1990,0,四川,890.9500122,321.4100037,312.6400146,256.8999939,36.07500076,35.09059906,28.83440018,1134.0
1990,0,黑龙江,715.2000122,160.3000031,362.7000122,192.1999969,22.41329956,50.71310043,26.87360001,2028.0
1990,0,甘肃,242.8000031,64.05999756,98.33000183,80.41000366,26.38389969,40.49840164,33.11780167,1099.0
1990,0,云南,451.6700134,168.1300049,157.8000031,125.7399979,37.22409821,34.93700027,27.83889961,1224.0
1990,0,广西,449.0599976,176.7700043,118.4499969,153.8399963,39.36449814,26.37730026,34.2582016,1066.0
1990,0,湖南,744.4400024,279.0899963,252.4900055,212.8600006,37.48989868,33.91680145,28.59329987,1228.0
1990,0,陕西,404.2999878,105.5599976,166.9499969,131.7899933,26.10930061,41.29359818,32.5970993,1241.0
1990,0,广东,1559.030029,384.5899963,615.8599854,558.5800171,24.6685009,39.50279999,35.82870102,2484.0
1990,0,吉林,425.2799988,124.9899979,182.1499939,118.1399994,29.38999939,42.83060074,27.77930069,1746.0
1990,0,河北,896.3300171,227.8899994,387.519989,280.9200134,25.42480087,43.23410034,31.34110069,1465.0
1990,0,湖北,824.3800049,289.4500122,313.3900146,221.5399933,35.11119843,38.01520157,26.87350082,1541.0
1990,0,贵州,260.1400146,100.0999985,92.83000183,67.20999908,38.47930145,35.68460083,25.83609962,810.0
1990,0,山东,1511.189941,425.2900085,635.9799805,449.9200134,28.1427002,42.08470154,29.77260017,1815.0
1990,0,江西,428.6199951,175.9600067,133.5599976,119.0999985,41.05270004,31.16049957,27.78689957,1134.0
1990,0,河南,934.6500244,325.769989,331.8500061,277.0299988,34.85480118,35.50529861,29.63999939,1091.0
1990,0,辽宁,1062.699951,168.6000061,540.7999878,353.2999878,15.86520004,50.8891983,33.24549866,2698.0
1990,0,山西,429.269989,80.80999756,210.0700073,138.3899994,18.82500076,48.93659973,32.23849869,1528.0
1990,0,安徽,658.0,246.1000061,251.5,160.3999939,37.40119934,38.22190094,24.37689972,1182.0
1990,0,福建,522.2800293,147.0099945,174.4700012,200.8000031,28.14769936,33.4054985,38.44680023,1763.0
1990,0,浙江,904.6900024,225.0399933,408.1799927,271.4700012,24.87479973,45.11819839,30.00699997,2138.0
1990,0,江苏,1416.5,355.1700134,692.5900269,368.7399902,25.07379913,48.89450073,26.03179932,2109.0
1990,0,重庆,327.75,100.4000015,115.7099991,83.70999908,30.60000038,41.40000153,28.0,1031.0
1990,0,宁夏,64.83999634,16.84000015,25.34000015,22.65999985,25.97159958,39.0807991,34.94760132,1393.0
1990,0,海南,102.4199982,45.70999908,20.19000053,36.52000046,44.63000107,19.71290016,35.65710068,1562.0
1990,0,台湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0,北京,500.8200073,43.88000107,262.3900146,194.5500031,,,,4635.0
1990,0,天津,310.9500122,27.31999969,181.3800049,102.25,,,,3487.0
1990,0,上海,744.6699829,34.24000168,505.6000061,241.8200073,,,,6107.0
1990,0,香港,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
