Provence,number,year,GDP
西藏,third_num,1993,13.63000011
西藏,tGDP,1993,37.27999878
内蒙古,first_num,1993,149.9600067
内蒙古,second_num,1993,203.4600067
内蒙古,third_num,1993,184.3899994
内蒙古,tGDP,1993,532.710022
青海,first_num,1993,22.20999908
青海,second_num,1993,48.13000107
青海,third_num,1993,39.34000015
青海,tGDP,1993,109.6200027
四川,first_num,1993,449.3800049
四川,second_num,1993,580.3800049
四川,third_num,1993,456.3200073
四川,tGDP,1993,2096.47998
黑龙江,first_num,1993,198.4100037
黑龙江,second_num,1993,649.7000122
黑龙江,third_num,1993,350.2399902
黑龙江,tGDP,1993,1203.219971
甘肃,first_num,1993,87.43000031
甘肃,second_num,1993,159.9600067
甘肃,third_num,1993,124.8499985
甘肃,tGDP,1993,372.2399902
云南,first_num,1993,191.4499969
云南,second_num,1993,325.5700073
云南,third_num,1993,266.25
云南,tGDP,1993,779.210022
广西,first_num,1993,245.6000061
广西,second_num,1993,321.1000061
广西,third_num,1993,305
广西,tGDP,1993,893.5800171
湖南,first_num,1993,383.6799927
湖南,second_num,1993,470.0499878
湖南,third_num,1993,390.980011
湖南,tGDP,1993,1278.280029
陕西,first_num,1993,148.2400055
陕西,second_num,1993,297.4899902
陕西,third_num,1993,232.4700012
陕西,tGDP,1993,671.3699951
广东,first_num,1993,558.7000122
广东,second_num,1993,1704.880005
广东,third_num,1993,1205.699951
广东,tGDP,1993,3225.300049
吉林,first_num,1993,156.0500031
吉林,second_num,1993,351.0299988
吉林,third_num,1993,211.5
吉林,tGDP,1993,717.9500122
河北,first_num,1993,301.6799927
河北,second_num,1993,847.9199829
河北,third_num,1993,541.2399902
河北,tGDP,1993,1690.839966
湖北,first_num,1993,346.3900146
湖北,second_num,1993,537.5999756
湖北,third_num,1993,441.8399963
湖北,tGDP,1993,1424.380005
贵州,first_num,1993,133.4100037
贵州,second_num,1993,155.0299988
贵州,third_num,1993,129.25
贵州,tGDP,1993,416.0700073
山东,first_num,1993,596.6300049
山东,second_num,1993,1355.709961
山东,third_num,1993,818.0300293
山东,tGDP,1993,2779.48999
江西,first_num,1993,225.5800018
江西,second_num,1993,282.4599915
江西,third_num,1993,215
江西,tGDP,1993,723.0599976
河南,first_num,1993,410.4500122
河南,second_num,1993,764.2000122
河南,third_num,1993,485.5299988
河南,tGDP,1993,1662.76001
辽宁,first_num,1993,260.7999878
辽宁,second_num,1993,1039.300049
辽宁,third_num,1993,710.7999878
辽宁,tGDP,1993,2010.819946
山西,first_num,1993,97.26999664
山西,second_num,1993,335.0299988
山西,third_num,1993,248.1100006
山西,tGDP,1993,704.7000122
安徽,first_num,1993,286
安徽,second_num,1993,444.9700012
安徽,third_num,1993,306.1700134
安徽,tGDP,1993,1069.839966
福建,first_num,1993,254.3600006
福建,second_num,1993,455.7900085
福建,third_num,1993,404.0499878
福建,tGDP,1993,1133.48999
浙江,first_num,1993,315.9700012
浙江,second_num,1993,983.960022
浙江,third_num,1993,625.9899902
浙江,tGDP,1993,1909.48999
江苏,first_num,1993,490.5899963
江苏,second_num,1993,1598.050049
江苏,third_num,1993,909.5200195
江苏,tGDP,1993,2998.159912
重庆,first_num,1993,141.9900055
重庆,second_num,1993,229.5299988
重庆,third_num,1993,181.5299988
重庆,tGDP,1993,608.5300293
宁夏,first_num,1993,20.84000015
宁夏,second_num,1993,45.61000061
宁夏,third_num,1993,38.04000092
宁夏,tGDP,1993,103.8199997
海南,first_num,1993,76.81999969
海南,second_num,1993,66.08000183
海南,third_num,1993,117.5
海南,tGDP,1993,258.0799866
台湾,first_num,1993,0
台湾,second_num,1993,0
台湾,third_num,1993,0
台湾,tGDP,1993,0
北京,first_num,1993,53.13999939
北京,second_num,1993,419.5599976
北京,third_num,1993,413.5100098
北京,tGDP,1993,863.539978
天津,first_num,1993,35.40000153
天津,second_num,1993,308.3999939
天津,third_num,1993,195.1399994
天津,tGDP,1993,536.0999756
上海,first_num,1993,37.81999969
上海,second_num,1993,902.3800049
上海,third_num,1993,579.0300293
上海,tGDP,1993,1511.609985
香港,first_num,1993,0
香港,second_num,1993,0
香港,third_num,1993,0
香港,tGDP,1993,0
澳门,first_num,1993,0
澳门,second_num,1993,0
澳门,third_num,1993,0
澳门,tGDP,1993,0
中国,first_num,1993,6887.600098
中国,second_num,1993,16473.09961
中国,third_num,1993,12312.59961
中国,tGDP,1993,35673.19922
新疆,first_num,1994,187.6900024
新疆,second_num,1994,265.3800049
新疆,third_num,1994,220.6100006
新疆,tGDP,1994,673.6799927
西藏,first_num,1994,21.10000038
西藏,second_num,1994,7.920000076
西藏,third_num,1994,16.81999969
西藏,tGDP,1994,45.84000015
内蒙古,first_num,1994,208.5299988
内蒙古,second_num,1994,261.7900085
内蒙古,third_num,1994,211.6000061
内蒙古,tGDP,1994,681.9199829
青海,first_num,1994,31.70999908
青海,second_num,1994,58.34999847
青海,third_num,1994,48.18000031
青海,tGDP,1994,138.2400055
四川,first_num,1994,788.3900146
四川,second_num,1994,1166.219971
四川,third_num,1994,823.2700195
四川,tGDP,1994,2777.879883
黑龙江,first_num,1994,316.3200073
黑龙江,second_num,1994,852.9699707
黑龙江,third_num,1994,449.3399963
黑龙江,tGDP,1994,1618.630005
甘肃,first_num,1994,103.8099976
甘肃,second_num,1994,199.3200073
甘肃,third_num,1994,148.5299988
甘肃,tGDP,1994,451.6600037
云南,first_num,1994,237.5099945
云南,second_num,1994,429.6600037
云南,third_num,1994,306.7999878
云南,tGDP,1994,973.9699707
广西,first_num,1994,357.7399902
广西,second_num,1994,485.5700073
广西,third_num,1994,398.519989
广西,tGDP,1994,1241.829956
湖南,first_num,1994,532.8900146
湖南,second_num,1994,618.0700073
湖南,third_num,1994,543.460022
湖南,tGDP,1994,1694.420044
陕西,first_num,1994,181.7799988
陕西,second_num,1994,336.4599915
陕西,third_num,1994,298.3399963
陕西,tGDP,1994,816.5800171
广东,first_num,1994,694.6500244
广东,second_num,1994,2139.889893
广东,third_num,1994,1406.02002
广东,tGDP,1994,4240.560059
吉林,first_num,1994,259.3999939
吉林,second_num,1994,398.8299866
吉林,third_num,1994,278.5499878
吉林,tGDP,1994,936.7800293
河北,first_num,1994,451.9100037
河北,second_num,1994,1053.119995
河北,third_num,1994,682.460022
河北,tGDP,1994,2187.48999
湖北,first_num,1994,501.4400024
湖北,second_num,1994,812.5599976
湖北,third_num,1994,564.6500244
湖北,tGDP,1994,1878.650024
贵州,first_num,1994,183.5200043
贵州,second_num,1994,195.7599945
贵州,third_num,1994,141.8899994
贵州,tGDP,1994,521.1699829
山东,first_num,1994,775.0300293
山东,second_num,1994,1900.459961
山东,third_num,1994,1196.689941
山东,tGDP,1994,3872.179932
江西,first_num,1994,314.3500061
江西,second_num,1994,338.230011
江西,third_num,1994,295.5799866
江西,tGDP,1994,948.1599731
河南,first_num,1994,546.6799927
河南,second_num,1994,1071.73999
河南,third_num,1994,606.0100098
河南,tGDP,1994,2224.429932
辽宁,first_num,1994,318.9500122
辽宁,second_num,1994,1259.050049
辽宁,third_num,1994,883.7800293
辽宁,tGDP,1994,2461.780029
山西,first_num,1994,123.8499985
山西,second_num,1994,440.8099976
山西,third_num,1994,289.1099854
山西,tGDP,1994,853.7700195
安徽,first_num,1994,336.7200012
安徽,second_num,1994,744.1599731
安徽,third_num,1994,407.5899963
安徽,tGDP,1994,1488.469971
福建,first_num,1994,372.5799866
福建,second_num,1994,739.5200195
福建,third_num,1994,573.2399902
福建,tGDP,1994,1685.339966
浙江,first_num,1994,443.8699951
浙江,second_num,1994,1388.060059
浙江,third_num,1994,834.9299927
浙江,tGDP,1994,2666.860107
江苏,first_num,1994,671.9400024
江苏,second_num,1994,2186.77002
江苏,third_num,1994,1198.680054
江苏,tGDP,1994,4057.389893
重庆,first_num,1994,
重庆,second_num,1994,
重庆,third_num,1994,
重庆,tGDP,1994,725.1400146
宁夏,first_num,1994,29.93000031
宁夏,second_num,1994,55.77999878
宁夏,third_num,1994,48.25999832
宁夏,tGDP,1994,133.9700012
海南,first_num,1994,107.5500031
海南,second_num,1994,83.66000366
海南,third_num,1994,139.7400055
海南,tGDP,1994,330.9500122
台湾,first_num,1994,0
台湾,second_num,1994,0
台湾,third_num,1994,0
台湾,tGDP,1994,0
北京,first_num,1994,74.76999664
北京,second_num,1994,499.8399963
北京,third_num,1994,509.4200134
北京,tGDP,1994,1084.030029
天津,first_num,1994,46.52999878
天津,second_num,1994,404.0799866
天津,third_num,1994,274.5299988
天津,tGDP,1994,833.5999756
上海,first_num,1994,48.59000015
上海,second_num,1994,1143.23999
上海,third_num,1994,780.0900269
上海,tGDP,1994,1971.920044
香港,first_num,1994,0
香港,second_num,1994,0
香港,third_num,1994,0
香港,tGDP,1994,0
澳门,first_num,1994,0
澳门,second_num,1994,0
澳门,third_num,1994,0
澳门,tGDP,1994,0
中国,first_num,1994,9471.799805
中国,second_num,1994,22453.09961
中国,third_num,1994,16712.5
中国,tGDP,1994,48637.5
新疆,first_num,1995,240.7100067
新疆,second_num,1995,283.9700012
新疆,third_num,1995,290.1700134
新疆,tGDP,1995,825.1099854
西藏,first_num,1995,23.47999954
西藏,second_num,1995,13.23999977
西藏,third_num,1995,19.38999939
西藏,tGDP,1995,55.97999954
内蒙古,first_num,1995,260.1799927
内蒙古,second_num,1995,308.7799988
内蒙古,third_num,1995,288.1000061
内蒙古,tGDP,1995,832.8800049
青海,first_num,1995,39.61999893
青海,second_num,1995,64.58000183
青海,third_num,1995,63.59999847
青海,tGDP,1995,165.3099976
四川,first_num,1995,662.460022
四川,second_num,1995,980.9099731
四川,third_num,1995,799.8400269
四川,tGDP,1995,3534
黑龙江,first_num,1995,371.2000122
黑龙江,second_num,1995,1048.599976
黑龙江,third_num,1995,571.5999756
黑龙江,tGDP,1995,2014.530029
甘肃,first_num,1995,110.6500015
甘肃,second_num,1995,256.8299866
甘肃,third_num,1995,190.2799988
甘肃,tGDP,1995,553.3499756
云南,first_num,1995,302.6900024
云南,second_num,1995,534.7800293
云南,third_num,1995,384.6799927
云南,tGDP,1995,1206.680054
广西,first_num,1995,449.6400146
广西,second_num,1995,535.8599854
广西,third_num,1995,512.0599976
广西,tGDP,1995,1497.560059
湖南,first_num,1995,685.2999878
湖南,second_num,1995,770.6699829
湖南,third_num,1995,676.1599731
湖南,tGDP,1995,2195.699951
陕西,first_num,1995,217.2700043
陕西,second_num,1995,441.6700134
陕西,third_num,1995,377.9100037
陕西,tGDP,1995,1000.030029
广东,first_num,1995,864.4899902
广东,second_num,1995,2900.219971
广东,third_num,1995,2168.340088
广东,tGDP,1995,5381.720215
吉林,first_num,1995,303.9899902
吉林,second_num,1995,475.2200012
吉林,third_num,1995,358.019989
吉林,tGDP,1995,1129.199951
河北,first_num,1995,631.3400269
河北,second_num,1995,1322.77002
河北,third_num,1995,895.4099731
河北,tGDP,1995,2849.52002
湖北,first_num,1995,619.7700195
湖北,second_num,1995,780.1799927
湖北,third_num,1995,709.4299927
湖北,tGDP,1995,2391.419922
贵州,first_num,1995,227.1300049
贵州,second_num,1995,232.5200043
贵州,third_num,1995,176.5599976
贵州,tGDP,1995,630.0700073
山东,first_num,1995,1010.130005
山东,second_num,1995,2355.780029
山东,third_num,1995,1587.439941
山东,tGDP,1995,5002.339844
江西,first_num,1995,374.6400146
江西,second_num,1995,403.7399902
江西,third_num,1995,391.3500061
江西,tGDP,1995,1205.109985
河南,first_num,1995,762.9899902
河南,second_num,1995,1394.97998
河南,third_num,1995,830.4000244
河南,tGDP,1995,3002.73999
辽宁,first_num,1995,392.2000122
辽宁,second_num,1995,1390
辽宁,third_num,1995,1011.200012
辽宁,tGDP,1995,2793.370117
山西,first_num,1995,168.6900024
山西,second_num,1995,494.4500122
山西,third_num,1995,412.8900146
山西,tGDP,1995,1092.47998
安徽,first_num,1995,584.1199951
安徽,second_num,1995,660.0900269
安徽,third_num,1995,566.4500122
安徽,tGDP,1995,2003.579956
福建,first_num,1995,464.8200073
福建,second_num,1995,882.3400269
福建,third_num,1995,747.7399902
福建,tGDP,1995,2160.52002
浙江,first_num,1995,549.960022
浙江,second_num,1995,1854.52002
浙江,third_num,1995,1153.069946
浙江,tGDP,1995,3524.790039
江苏,first_num,1995,866.2399902
江苏,second_num,1995,2715.26001
江苏,third_num,1995,1573.75
江苏,tGDP,1995,5155.25
重庆,first_num,1995,264.1900024
重庆,second_num,1995,412.2799988
重庆,third_num,1995,339.7799988
重庆,tGDP,1995,1016.25
宁夏,first_num,1995,35.40999985
宁夏,second_num,1995,74.66999817
宁夏,third_num,1995,65.09999847
宁夏,tGDP,1995,169.75
海南,first_num,1995,128.8999939
海南,second_num,1995,78.48000336
海南,third_num,1995,155.8699951
海南,tGDP,1995,364.1700134
台湾,first_num,1995,0
台湾,second_num,1995,0
台湾,third_num,1995,0
台湾,tGDP,1995,0
北京,first_num,1995,72.16000366
北京,second_num,1995,645.8099976
北京,third_num,1995,789.7199707
北京,tGDP,1995,1394.890015
天津,first_num,1995,60.79999924
天津,second_num,1995,518.5499878
天津,third_num,1995,352.6199951
天津,tGDP,1995,920.1099854
上海,first_num,1995,59.81999969
上海,second_num,1995,1419.410034
上海,third_num,1995,1020.200012
上海,tGDP,1995,2462.570068
香港,first_num,1995,0
香港,second_num,1995,0
香港,third_num,1995,0
香港,tGDP,1995,0
澳门,first_num,1995,0
澳门,second_num,1995,0
澳门,third_num,1995,0
澳门,tGDP,1995,0
中国,first_num,1995,12020.5
中国,second_num,1995,28677.5
中国,third_num,1995,20641.90039
中国,tGDP,1995,61339.89844
新疆,first_num,1996,249.3099976
新疆,second_num,1996,336.8900146
新疆,third_num,1996,325.9500122
新疆,tGDP,1996,912.1500244
西藏,first_num,1996,27.14999962
西藏,second_num,1996,11.39000034
西藏,third_num,1996,26.21999931
西藏,tGDP,1996,64.76000214
内蒙古,first_num,1996,312.8200073
内蒙古,second_num,1996,387.2900085
内蒙古,third_num,1996,284.6700134
内蒙古,tGDP,1996,984.7800293
青海,first_num,1996,39.45999908
青海,second_num,1996,71.51999664
青海,third_num,1996,72.58999634
青海,tGDP,1996,183.5700073
四川,first_num,1996,1175
四川,second_num,1996,1773.410034
四川,third_num,1996,1266.589966
四川,tGDP,1996,2985.149902
黑龙江,first_num,1996,465.8200073
黑龙江,second_num,1996,1280.949951
黑龙江,third_num,1996,655.8099976
黑龙江,tGDP,1996,2402.580078
甘肃,first_num,1996,187.8099976
甘肃,second_num,1996,314.9599915
甘肃,third_num,1996,211.4100037
甘肃,tGDP,1996,714.1799927
云南,first_num,1996,364.269989
云南,second_num,1996,672.8200073
云南,third_num,1996,454.5299988
云南,tGDP,1996,1491.619995
广西,first_num,1996,580.4699707
广西,second_num,1996,710.1300049
广西,third_num,1996,579.0200195
广西,tGDP,1996,1697.900024
湖南,first_num,1996,793.9799805
湖南,second_num,1996,1008.429993
湖南,third_num,1996,844.75
湖南,tGDP,1996,2647.159912
陕西,first_num,1996,262.7399902
陕西,second_num,1996,475.0100098
陕西,third_num,1996,437.6300049
陕西,tGDP,1996,1175.380005
广东,first_num,1996,941.7299805
广东,second_num,1996,3269.350098
广东,third_num,1996,2308.060059
广东,tGDP,1996,6519.140137
吉林,first_num,1996,376.0100098
吉林,second_num,1996,543.1699829
吉林,third_num,1996,417.980011
吉林,tGDP,1996,1337.160034
河北,first_num,1996,700.9400024
河北,second_num,1996,1664.609985
河北,third_num,1996,1087.420044
河北,tGDP,1996,3452.969971
湖北,first_num,1996,716.3400269
湖北,second_num,1996,1344.359985
湖北,third_num,1996,909.5
湖北,tGDP,1996,2970.199951
贵州,first_num,1996,260.5599976
贵州,second_num,1996,257.8200073
贵州,third_num,1996,201.4499969
贵州,tGDP,1996,713.7000122
山东,first_num,1996,1200.170044
山东,second_num,1996,2810.719971
山东,third_num,1996,1949.530029
山东,tGDP,1996,5960.419922
江西,first_num,1996,440
江西,second_num,1996,588.8200073
江西,third_num,1996,488.4400024
江西,tGDP,1996,1517.26001
河南,first_num,1996,959.8699951
河南,second_num,1996,1718.97998
河南,third_num,1996,1004.559998
河南,tGDP,1996,3661.179932
辽宁,first_num,1996,474.0899963
辽宁,second_num,1996,1537.680054
辽宁,third_num,1996,1145.920044
辽宁,tGDP,1996,3157.689941
山西,first_num,1996,198.2899933
山西,second_num,1996,670.4099731
山西,third_num,1996,436.7999878
山西,tGDP,1996,1308.01001
安徽,first_num,1996,665.4400024
安徽,second_num,1996,1097.369995
安徽,third_num,1996,576.4400024
安徽,tGDP,1996,2339.25
福建,first_num,1996,560.4699707
福建,second_num,1996,1089.569946
福建,third_num,1996,956.8800049
福建,tGDP,1996,2583.830078
浙江,first_num,1996,609.1799927
浙江,second_num,1996,2200.189941
浙江,third_num,1996,1336.689941
浙江,tGDP,1996,4146.060059
江苏,first_num,1996,965.289978
江苏,second_num,1996,3074.120117
江苏,third_num,1996,1964.800049
江苏,tGDP,1996,6004.209961
重庆,first_num,1996,287.5599976
重庆,second_num,1996,474.3099976
重庆,third_num,1996,425.6000061
重庆,tGDP,1996,1179.089966
宁夏,first_num,1996,43.24000168
宁夏,second_num,1996,79.73999786
宁夏,third_num,1996,70.63999939
宁夏,tGDP,1996,193.6199951
海南,first_num,1996,143.5399933
海南,second_num,1996,81.31999969
海南,third_num,1996,164.6699982
海南,tGDP,1996,389.5299988
台湾,first_num,1996,0
台湾,second_num,1996,0
台湾,third_num,1996,0
台湾,tGDP,1996,0
北京,first_num,1996,83.45999908
北京,second_num,1996,683.1400146
北京,third_num,1996,849.1300049
北京,tGDP,1996,1615.72998
天津,first_num,1996,70.52999878
天津,second_num,1996,584.4299927
天津,third_num,1996,447.4400024
天津,tGDP,1996,1102.400024
上海,first_num,1996,71.58000183
上海,second_num,1996,1582.5
上海,third_num,1996,1248.119995
上海,tGDP,1996,2902.199951
香港,first_num,1996,0
香港,second_num,1996,0
香港,third_num,1996,0
香港,tGDP,1996,0
澳门,first_num,1996,0
澳门,second_num,1996,0
澳门,third_num,1996,0
澳门,tGDP,1996,0
中国,first_num,1996,13878.2998
中国,second_num,1996,33828.10156
中国,third_num,1996,24107.19922
中国,tGDP,1996,71813.60156
新疆,first_num,1997,279.730011
新疆,second_num,1997,413.2900085
新疆,third_num,1997,357.1199951
新疆,tGDP,1997,1050.140015
西藏,first_num,1997,29.18000031
西藏,second_num,1997,16.95000076
西藏,third_num,1997,30.85000038
西藏,tGDP,1997,76.98000336
内蒙古,first_num,1997,322.519989
内蒙古,second_num,1997,445.5
内蒙古,third_num,1997,326.5
内蒙古,tGDP,1997,1099.77002
青海,first_num,1997,40.65000153
青海,second_num,1997,78.80000305
青海,third_num,1997,82.59999847
青海,tGDP,1997,202.0500031
四川,first_num,1997,919.2800293
四川,second_num,1997,1385.380005
四川,third_num,1997,1015.450012
四川,tGDP,1997,3320.110107
黑龙江,first_num,1997,484.8099976
黑龙江,second_num,1997,1449.25
黑龙江,third_num,1997,774.4000244
黑龙江,tGDP,1997,2708.459961
甘肃,first_num,1997,189.7899933
甘肃,second_num,1997,343.3999939
甘肃,third_num,1997,248.1499939
甘肃,tGDP,1997,781.3400269
云南,first_num,1997,391.480011
云南,second_num,1997,750.0100098
云南,third_num,1997,502.7399902
云南,tGDP,1997,1644.22998
广西,first_num,1997,631.6199951
广西,second_num,1997,759.539978
广西,third_num,1997,624.039978
广西,tGDP,1997,1817.25
湖南,first_num,1997,855.75
湖南,second_num,1997,1166.969971
湖南,third_num,1997,970.2800293
湖南,tGDP,1997,2993
陕西,first_num,1997,271.519989
陕西,second_num,1997,555.8599854
陕西,third_num,1997,498.6600037
陕西,tGDP,1997,1300.030029
广东,first_num,1997,986.8200073
广东,second_num,1997,3647.820068
广东,third_num,1997,2680.870117
广东,tGDP,1997,7315.509766
吉林,first_num,1997,368.1600037
吉林,second_num,1997,575.4299927
吉林,third_num,1997,503.3200073
吉林,tGDP,1997,1446.910034
河北,first_num,1997,761.7600098
河北,second_num,1997,1934.380005
河北,third_num,1997,1257.640015
河北,tGDP,1997,3953.780029
湖北,first_num,1997,767.9199829
湖北,second_num,1997,1606.97998
湖北,third_num,1997,1075.339966
湖北,tGDP,1997,3450.23999
贵州,first_num,1997,271.8299866
贵州,second_num,1997,293.4700012
贵州,third_num,1997,227.6799927
贵州,tGDP,1997,792.9799805
山东,first_num,1997,1195
山东,second_num,1997,3185.050049
山东,third_num,1997,2269.969971
山东,tGDP,1997,6650.02002
江西,first_num,1997,475.1799927
江西,second_num,1997,658.25
江西,third_num,1997,581.75
江西,tGDP,1997,1715.180054
河南,first_num,1997,1008.549988
河南,second_num,1997,1920.050049
河南,third_num,1997,1150.660034
河南,tGDP,1997,4079.26001
辽宁,first_num,1997,485.3800049
辽宁,second_num,1997,1743.869995
辽宁,third_num,1997,1260.810059
辽宁,tGDP,1997,3582.459961
山西,first_num,1997,191.8399963
山西,second_num,1997,789.4500122
山西,third_num,1997,498.8399963
山西,tGDP,1997,1480.130005
安徽,first_num,1997,732.3699951
安徽,second_num,1997,1260.900024
安徽,third_num,1997,676.6799927
安徽,tGDP,1997,2669.949951
福建,first_num,1997,576.6300049
福建,second_num,1997,1293.5
福建,third_num,1997,1130.22998
福建,tGDP,1997,3000.360107
浙江,first_num,1997,637.4799805
浙江,second_num,1997,2509.560059
浙江,third_num,1997,1491.199951
浙江,tGDP,1997,4638.240234
江苏,first_num,1997,1008.409973
江苏,second_num,1997,3411.860107
江苏,third_num,1997,2260.070068
江苏,tGDP,1997,6680.339844
重庆,first_num,1997,304.5100098
重庆,second_num,1997,563.4000244
重庆,third_num,1997,482.1900024
重庆,tGDP,1997,1350.099976
宁夏,first_num,1997,44.81999969
宁夏,second_num,1997,87.65000153
宁夏,third_num,1997,78.44999695
宁夏,tGDP,1997,210.9199982
海南,first_num,1997,151.2799988
海南,second_num,1997,82.68000031
海南,third_num,1997,175.8999939
海南,tGDP,1997,409.8599854
台湾,first_num,1997,0
台湾,second_num,1997,0
台湾,third_num,1997,0
台湾,tGDP,1997,0
北京,first_num,1997,84.84999847
北京,second_num,1997,738.5599976
北京,third_num,1997,986.6799927
北京,tGDP,1997,1810.089966
天津,first_num,1997,74.55000305
天津,second_num,1997,643.8800049
天津,third_num,1997,521.9699707
天津,tGDP,1997,1235.280029
上海,first_num,1997,75.80000305
上海,second_num,1997,1754.390015
上海,third_num,1997,1530.02002
上海,tGDP,1997,3360.209961
香港,first_num,1997,0
香港,second_num,1997,0
香港,third_num,1997,0
香港,tGDP,1997,0
澳门,first_num,1997,0
澳门,second_num,1997,0
澳门,third_num,1997,0
澳门,tGDP,1997,0
中国,first_num,1997,14265.2002
中国,second_num,1997,37546
中国,third_num,1997,27903.80078
中国,tGDP,1997,79715
新疆,first_num,1998,291.0499878
新疆,second_num,1998,430.730011
新疆,third_num,1998,394.8900146
新疆,tGDP,1998,1116.670044
西藏,first_num,1998,31.30999947
西藏,second_num,1998,20.23999977
西藏,third_num,1998,39.63000107
西藏,tGDP,1998,91.18000031
内蒙古,first_num,1998,341.6199951
内蒙古,second_num,1998,479.5299988
内蒙古,third_num,1998,371.1400146
内蒙古,tGDP,1998,1192.290039
青海,first_num,1998,41.63000107
青海,second_num,1998,88.41999817
青海,third_num,1998,90.11000061
青海,tGDP,1998,220.1600037
四川,first_num,1998,941.2399902
四川,second_num,1998,1527.069946
四川,third_num,1998,1111.949951
四川,tGDP,1998,3580.26001
黑龙江,first_num,1998,463.0499878
黑龙江,second_num,1998,1506.76001
黑龙江,third_num,1998,863.0300293
黑龙江,tGDP,1998,2798.889893
甘肃,first_num,1998,202.2100067
甘肃,second_num,1998,382
甘肃,third_num,1998,285.5400085
甘肃,tGDP,1998,869.75
云南,first_num,1998,408.4299927
云南,second_num,1998,828.3699951
云南,third_num,1998,557.0999756
云南,tGDP,1998,1793.900024
广西,first_num,1998,574.25
广西,second_num,1998,678.1900024
广西,third_num,1998,650.5999756
广西,tGDP,1998,1903.040039
湖南,first_num,1998,828.3099976
湖南,second_num,1998,1294.170044
湖南,third_num,1998,1088.920044
湖南,tGDP,1998,3118.090088
陕西,first_num,1998,283.4899902
陕西,second_num,1998,567.6599731
陕西,third_num,1998,530.3800049
陕西,tGDP,1998,1381.530029
广东,first_num,1998,1004.919983
广东,second_num,1998,3991.969971
广东,third_num,1998,2922.22998
广东,tGDP,1998,7919.120117
吉林,first_num,1998,429.5
吉林,second_num,1998,597.289978
吉林,third_num,1998,530.9899902
吉林,tGDP,1998,1557.780029
河北,first_num,1998,790.5999756
河北,second_num,1998,2084.330078
河北,third_num,1998,1381.079956
河北,tGDP,1998,4256.009766
湖北,first_num,1998,748.2199707
湖北,second_num,1998,1752.910034
湖北,third_num,1998,1203.079956
湖北,tGDP,1998,3704.209961
贵州,first_num,1998,264.8900146
贵州,second_num,1998,326.0299988
贵州,third_num,1998,250.9600067
贵州,tGDP,1998,841.8800049
山东,first_num,1998,1215.810059
山东,second_num,1998,3457.030029
山东,third_num,1998,2489.360107
山东,tGDP,1998,7162.200195
江西,first_num,1998,450.4400024
江西,second_num,1998,740.3300171
江西,third_num,1998,661.210022
江西,tGDP,1998,1851.97998
河南,first_num,1998,1071.390015
河南,second_num,1998,2012.73999
河南,third_num,1998,1272.469971
河南,tGDP,1998,4356.600098
辽宁,first_num,1998,531.460022
辽宁,second_num,1998,1855.219971
辽宁,third_num,1998,1495.050049
辽宁,tGDP,1998,3881.72998
山西,first_num,1998,207.2599945
山西,second_num,1998,856.1300049
山西,third_num,1998,537.7199707
山西,tGDP,1998,1486.079956
安徽,first_num,1998,739.7000122
安徽,second_num,1998,1253.530029
安徽,third_num,1998,812.2199707
安徽,tGDP,1998,2805.449951
福建,first_num,1998,610.039978
福建,second_num,1998,1444.72998
福建,third_num,1998,1275.410034
福建,tGDP,1998,3286.560059
浙江,first_num,1998,631.3099976
浙江,second_num,1998,2709.080078
浙江,third_num,1998,1647.109985
浙江,tGDP,1998,4987.5
江苏,first_num,1998,1016.27002
江苏,second_num,1998,3640.100098
江苏,third_num,1998,2543.580078
江苏,tGDP,1998,7199.950195
重庆,first_num,1998,298.6700134
重庆,second_num,1998,585.3800049
重庆,third_num,1998,545.210022
重庆,tGDP,1998,1429.26001
宁夏,first_num,1998,48.68999863
宁夏,second_num,1998,94.01000214
宁夏,third_num,1998,84.76000214
宁夏,tGDP,1998,227.4600067
海南,first_num,1998,164
海南,second_num,1998,90.62999725
海南,third_num,1998,184.2899933
海南,tGDP,1998,438.9200134
台湾,first_num,1998,0
台湾,second_num,1998,0
台湾,third_num,1998,0
台湾,tGDP,1998,0
北京,first_num,1998,86.55999756
北京,second_num,1998,786.8499756
北京,third_num,1998,1137.900024
北京,tGDP,1998,2011.310059
天津,first_num,1998,74.02999878
天津,second_num,1998,660
天津,third_num,1998,602.3499756
天津,tGDP,1998,1336.380005
上海,first_num,1998,78.5
上海,second_num,1998,1847.199951
上海,third_num,1998,1762.5
上海,tGDP,1998,3688.199951
香港,first_num,1998,0
香港,second_num,1998,0
香港,third_num,1998,0
香港,tGDP,1998,0
澳门,first_num,1998,0
澳门,second_num,1998,0
澳门,third_num,1998,0
澳门,tGDP,1998,0
中国,first_num,1998,14618.7002
中国,second_num,1998,39018.5
中国,third_num,1998,31558.30078
中国,tGDP,1998,85195.5
新疆,first_num,1999,268.5100098
新疆,second_num,1999,460.7099915
新疆,third_num,1999,439.3299866
新疆,tGDP,1999,1168.550049
西藏,first_num,1999,34.18999863
西藏,second_num,1999,24
西藏,third_num,1999,47.41999817
西藏,tGDP,1999,105.6100006
内蒙古,first_num,1999,342.9100037
内蒙古,second_num,1999,515.460022
内蒙古,third_num,1999,409.8299866
内蒙古,tGDP,1999,1268.199951
青海,first_num,1999,40.54000092
青海,second_num,1999,97.87999725
青海,third_num,1999,99.97000122
